trip_dayAndHour,trip_counts
06/15/2016 18,523
06/15/2016 19,380
06/15/2016 20,263
06/15/2016 21,187
06/15/2016 22,146
06/15/2016 23,64
06/16/2016 00,29
06/16/2016 01,25
06/16/2016 02,9
06/16/2016 03,4
06/16/2016 04,9
06/16/2016 05,30
06/16/2016 06,163
06/16/2016 07,420
06/16/2016 08,663
06/16/2016 09,336
06/16/2016 10,211
06/16/2016 11,254
06/16/2016 12,262
06/16/2016 13,254
06/16/2016 14,259
06/16/2016 15,288
06/16/2016 16,520
06/16/2016 17,798
06/16/2016 18,626
06/16/2016 19,406
06/16/2016 20,336
06/16/2016 21,228
06/16/2016 22,146
06/16/2016 23,99
06/17/2016 00,54
06/17/2016 01,38
06/17/2016 02,7
06/17/2016 03,7
06/17/2016 04,6
06/17/2016 05,38
06/17/2016 06,164
06/17/2016 07,354
06/17/2016 08,589
06/17/2016 09,362
06/17/2016 10,202
06/17/2016 11,247
06/17/2016 12,315
06/17/2016 13,310
06/17/2016 14,344
06/17/2016 15,398
06/17/2016 16,569
06/17/2016 17,710
06/17/2016 18,465
06/17/2016 19,366
06/17/2016 20,254
06/17/2016 21,169
06/17/2016 22,181
06/17/2016 23,81
06/18/2016 00,49
06/18/2016 01,45
06/18/2016 02,39
06/18/2016 03,11
06/18/2016 04,19
06/18/2016 05,7
06/18/2016 06,27
06/18/2016 07,68
06/18/2016 08,137
06/18/2016 09,228
06/18/2016 10,304
06/18/2016 11,400
06/18/2016 12,412
06/18/2016 13,433
06/18/2016 14,466
06/18/2016 15,415
06/18/2016 16,426
06/18/2016 17,386
06/18/2016 18,377
06/18/2016 19,314
06/18/2016 20,231
06/18/2016 21,178
06/18/2016 22,143
06/18/2016 23,110
06/19/2016 00,67
06/19/2016 01,50
06/19/2016 02,45
06/19/2016 03,10
06/19/2016 04,9
06/19/2016 05,11
06/19/2016 06,25
06/19/2016 07,53
06/19/2016 08,105
06/19/2016 09,180
06/19/2016 10,254
06/19/2016 11,350
06/19/2016 12,388
06/19/2016 13,396
06/19/2016 14,435
06/19/2016 15,416
06/19/2016 16,420
06/19/2016 17,430
06/19/2016 18,336
06/19/2016 19,284
06/19/2016 20,236
06/19/2016 21,144
06/19/2016 22,113
06/19/2016 23,77
06/20/2016 00,31
06/20/2016 01,12
06/20/2016 02,5
06/20/2016 03,3
06/20/2016 04,7
06/20/2016 05,35
06/20/2016 06,188
06/20/2016 07,413
06/20/2016 08,625
06/20/2016 09,341
06/20/2016 10,168
06/20/2016 11,216
06/20/2016 12,240
06/20/2016 13,247
06/20/2016 14,244
06/20/2016 15,316
06/20/2016 16,539
06/20/2016 17,841
06/20/2016 18,605
06/20/2016 19,419
06/20/2016 20,299
06/20/2016 21,161
06/20/2016 22,131
06/20/2016 23,57
06/21/2016 00,26
06/21/2016 01,10
06/21/2016 02,3
06/21/2016 03,4
06/21/2016 04,2
06/21/2016 05,23
06/21/2016 06,103
06/21/2016 07,410
06/21/2016 08,662
06/21/2016 09,371
06/21/2016 10,222
06/21/2016 11,233
06/21/2016 12,265
06/21/2016 13,258
06/21/2016 14,231
06/21/2016 15,295
06/21/2016 16,556
06/21/2016 17,899
06/21/2016 18,630
06/21/2016 19,382
06/21/2016 20,327
06/21/2016 21,200
06/21/2016 22,157
06/21/2016 23,96
06/22/2016 00,29
06/22/2016 01,16
06/22/2016 02,18
06/22/2016 03,7
06/22/2016 04,9
06/22/2016 05,38
06/22/2016 06,181
06/22/2016 07,482
06/22/2016 08,702
06/22/2016 09,405
06/22/2016 10,206
06/22/2016 11,254
06/22/2016 12,238
06/22/2016 13,221
06/22/2016 14,206
06/22/2016 15,254
06/22/2016 16,558
06/22/2016 17,868
06/22/2016 18,599
06/22/2016 19,471
06/22/2016 20,293
06/22/2016 21,196
06/22/2016 22,154
06/22/2016 23,98
06/23/2016 00,36
06/23/2016 01,18
06/23/2016 02,6
06/23/2016 03,6
06/23/2016 04,3
06/23/2016 05,30
06/23/2016 06,185
06/23/2016 07,485
06/23/2016 08,732
06/23/2016 09,384
06/23/2016 10,237
06/23/2016 11,231
06/23/2016 12,329
06/23/2016 13,260
06/23/2016 14,265
06/23/2016 15,308
06/23/2016 16,571
06/23/2016 17,846
06/23/2016 18,619
06/23/2016 19,416
06/23/2016 20,290
06/23/2016 21,222
06/23/2016 22,116
06/23/2016 23,81
06/24/2016 00,42
06/24/2016 01,18
06/24/2016 02,16
06/24/2016 03,9
06/24/2016 04,6
06/24/2016 05,35
06/24/2016 06,162
06/24/2016 07,403
06/24/2016 08,643
06/24/2016 09,363
06/24/2016 10,197
06/24/2016 11,248
06/24/2016 12,363
06/24/2016 13,362
06/24/2016 14,323
06/24/2016 15,388
06/24/2016 16,623
06/24/2016 17,648
06/24/2016 18,473
06/24/2016 19,338
06/24/2016 20,254
06/24/2016 21,195
06/24/2016 22,133
06/24/2016 23,134
06/25/2016 00,83
06/25/2016 01,53
06/25/2016 02,42
06/25/2016 03,4
06/25/2016 04,2
06/25/2016 05,9
06/25/2016 06,35
06/25/2016 07,64
06/25/2016 08,136
06/25/2016 09,182
06/25/2016 10,257
06/25/2016 11,317
06/25/2016 12,417
06/25/2016 13,419
06/25/2016 14,421
06/25/2016 15,429
06/25/2016 16,420
06/25/2016 17,449
06/25/2016 18,414
06/25/2016 19,346
06/25/2016 20,262
06/25/2016 21,174
06/25/2016 22,148
06/25/2016 23,98
06/26/2016 00,72
06/26/2016 01,58
06/26/2016 02,59
06/26/2016 03,23
06/26/2016 04,2
06/26/2016 05,11
06/26/2016 06,50
06/26/2016 07,76
06/26/2016 08,109
06/26/2016 09,216
06/26/2016 10,259
06/26/2016 11,357
06/26/2016 12,377
06/26/2016 13,412
06/26/2016 14,396
06/26/2016 15,346
06/26/2016 16,399
06/26/2016 17,421
06/26/2016 18,358
06/26/2016 19,317
06/26/2016 20,233
06/26/2016 21,117
06/26/2016 22,98
06/26/2016 23,71
06/27/2016 00,31
06/27/2016 01,14
06/27/2016 02,5
06/27/2016 03,3
06/27/2016 04,7
06/27/2016 05,30
06/27/2016 06,173
06/27/2016 07,446
06/27/2016 08,657
06/27/2016 09,333
06/27/2016 10,225
06/27/2016 11,194
06/27/2016 12,231
06/27/2016 13,250
06/27/2016 14,247
06/27/2016 15,310
06/27/2016 16,485
06/27/2016 17,868
06/27/2016 18,606
06/27/2016 19,387
06/27/2016 20,261
06/27/2016 21,160
06/27/2016 22,100
06/27/2016 23,47
06/28/2016 00,26
06/28/2016 01,9
06/28/2016 02,7
06/28/2016 03,2
06/28/2016 04,2
06/28/2016 05,36
06/28/2016 06,152
06/28/2016 07,233
06/28/2016 08,298
06/28/2016 09,280
06/28/2016 10,187
06/28/2016 11,182
06/28/2016 12,226
06/28/2016 13,246
06/28/2016 14,212
06/28/2016 15,275
06/28/2016 16,505
06/28/2016 17,749
06/28/2016 18,572
06/28/2016 19,352
06/28/2016 20,246
06/28/2016 21,178
06/28/2016 22,101
06/28/2016 23,61
06/29/2016 00,36
06/29/2016 01,14
06/29/2016 02,9
06/29/2016 03,2
06/29/2016 04,5
06/29/2016 05,34
06/29/2016 06,156
06/29/2016 07,429
06/29/2016 08,512
06/29/2016 09,288
06/29/2016 10,238
06/29/2016 11,208
06/29/2016 12,233
06/29/2016 13,245
06/29/2016 14,227
06/29/2016 15,287
06/29/2016 16,344
06/29/2016 17,761
06/29/2016 18,540
06/29/2016 19,389
06/29/2016 20,250
06/29/2016 21,190
06/29/2016 22,98
06/29/2016 23,54
06/30/2016 00,21
06/30/2016 01,11
06/30/2016 02,9
06/30/2016 03,8
06/30/2016 04,5
06/30/2016 05,29
06/30/2016 06,176
06/30/2016 07,481
06/30/2016 08,612
06/30/2016 09,367
06/30/2016 10,222
06/30/2016 11,228
06/30/2016 12,256
06/30/2016 13,268
06/30/2016 14,261
06/30/2016 15,292
06/30/2016 16,567
06/30/2016 17,738
06/30/2016 18,554
06/30/2016 19,392
06/30/2016 20,291
06/30/2016 21,195
06/30/2016 22,122
06/30/2016 23,77
07/01/2016 00,44
07/01/2016 01,24
07/01/2016 02,17
07/01/2016 03,6
07/01/2016 04,12
07/01/2016 05,28
07/01/2016 06,129
07/01/2016 07,347
07/01/2016 08,585
07/01/2016 09,347
07/01/2016 10,198
07/01/2016 11,256
07/01/2016 12,318
07/01/2016 13,355
07/01/2016 14,374
07/01/2016 15,475
07/01/2016 16,495
07/01/2016 17,551
07/01/2016 18,386
07/01/2016 19,271
07/01/2016 20,137
07/01/2016 21,25
07/01/2016 22,36
07/01/2016 23,37
07/02/2016 00,38
07/02/2016 01,35
07/02/2016 02,24
07/02/2016 03,5
07/02/2016 04,4
07/02/2016 05,13
07/02/2016 06,24
07/02/2016 07,41
07/02/2016 08,118
07/02/2016 09,200
07/02/2016 10,263
07/02/2016 11,314
07/02/2016 12,353
07/02/2016 13,362
07/02/2016 14,409
07/02/2016 15,420
07/02/2016 16,341
07/02/2016 17,353
07/02/2016 18,409
07/02/2016 19,318
07/02/2016 20,218
07/02/2016 21,172
07/02/2016 22,139
07/02/2016 23,109
07/03/2016 00,80
07/03/2016 01,24
07/03/2016 02,27
07/03/2016 03,3
07/03/2016 04,7
07/03/2016 05,8
07/03/2016 06,19
07/03/2016 07,36
07/03/2016 08,88
07/03/2016 09,165
07/03/2016 10,236
07/03/2016 11,342
07/03/2016 12,418
07/03/2016 13,401
07/03/2016 14,459
07/03/2016 15,412
07/03/2016 16,387
07/03/2016 17,435
07/03/2016 18,384
07/03/2016 19,369
07/03/2016 20,294
07/03/2016 21,229
07/03/2016 22,160
07/03/2016 23,79
07/04/2016 00,42
07/04/2016 01,21
07/04/2016 02,19
07/04/2016 03,3
07/04/2016 04,5
07/04/2016 05,5
07/04/2016 06,33
07/04/2016 07,50
07/04/2016 08,107
07/04/2016 09,172
07/04/2016 10,272
07/04/2016 11,371
07/04/2016 12,366
07/04/2016 13,429
07/04/2016 14,420
07/04/2016 15,401
07/04/2016 16,365
07/04/2016 17,408
07/04/2016 18,410
07/04/2016 19,367
07/04/2016 20,289
07/04/2016 21,214
07/04/2016 22,143
07/04/2016 23,486
07/05/2016 00,80
07/05/2016 01,38
07/05/2016 02,9
07/05/2016 03,6
07/05/2016 04,4
07/05/2016 05,16
07/05/2016 06,52
07/05/2016 07,56
07/05/2016 08,155
07/05/2016 09,119
07/05/2016 10,92
07/05/2016 11,165
07/05/2016 12,213
07/05/2016 13,210
07/05/2016 14,226
07/05/2016 15,294
07/05/2016 16,493
07/05/2016 17,720
07/05/2016 18,581
07/05/2016 19,376
07/05/2016 20,274
07/05/2016 21,188
07/05/2016 22,171
07/05/2016 23,61
07/06/2016 00,27
07/06/2016 01,11
07/06/2016 02,8
07/06/2016 03,6
07/06/2016 04,8
07/06/2016 05,45
07/06/2016 06,182
07/06/2016 07,471
07/06/2016 08,670
07/06/2016 09,372
07/06/2016 10,216
07/06/2016 11,207
07/06/2016 12,219
07/06/2016 13,220
07/06/2016 14,231
07/06/2016 15,260
07/06/2016 16,466
07/06/2016 17,748
07/06/2016 18,556
07/06/2016 19,381
07/06/2016 20,305
07/06/2016 21,226
07/06/2016 22,154
07/06/2016 23,51
07/07/2016 00,29
07/07/2016 01,13
07/07/2016 02,5
07/07/2016 03,2
07/07/2016 04,5
07/07/2016 05,45
07/07/2016 06,163
07/07/2016 07,439
07/07/2016 08,688
07/07/2016 09,371
07/07/2016 10,209
07/07/2016 11,221
07/07/2016 12,266
07/07/2016 13,291
07/07/2016 14,241
07/07/2016 15,290
07/07/2016 16,482
07/07/2016 17,820
07/07/2016 18,600
07/07/2016 19,423
07/07/2016 20,283
07/07/2016 21,181
07/07/2016 22,125
07/07/2016 23,67
07/08/2016 00,33
07/08/2016 01,25
07/08/2016 02,9
07/08/2016 03,6
07/08/2016 04,4
07/08/2016 05,23
07/08/2016 06,102
07/08/2016 07,334
07/08/2016 08,575
07/08/2016 09,345
07/08/2016 10,229
07/08/2016 11,249
07/08/2016 12,324
07/08/2016 13,320
07/08/2016 14,311
07/08/2016 15,380
07/08/2016 16,487
07/08/2016 17,654
07/08/2016 18,428
07/08/2016 19,301
07/08/2016 20,190
07/08/2016 21,133
07/08/2016 22,147
07/08/2016 23,75
07/09/2016 00,62
07/09/2016 01,56
07/09/2016 02,24
07/09/2016 03,3
07/09/2016 04,2
07/09/2016 05,14
07/09/2016 06,18
07/09/2016 07,46
07/09/2016 08,70
07/09/2016 09,123
07/09/2016 10,196
07/09/2016 11,273
07/09/2016 12,332
07/09/2016 13,345
07/09/2016 14,334
07/09/2016 15,316
07/09/2016 16,330
07/09/2016 17,329
07/09/2016 18,300
07/09/2016 19,273
07/09/2016 20,171
07/09/2016 21,122
07/09/2016 22,84
07/09/2016 23,85
07/10/2016 00,29
07/10/2016 01,17
07/10/2016 02,23
07/10/2016 03,14
07/10/2016 04,4
07/10/2016 05,10
07/10/2016 06,14
07/10/2016 07,37
07/10/2016 08,65
07/10/2016 09,118
07/10/2016 10,178
07/10/2016 11,172
07/10/2016 12,232
07/10/2016 13,283
07/10/2016 14,345
07/10/2016 15,261
07/10/2016 16,256
07/10/2016 17,273
07/10/2016 18,286
07/10/2016 19,190
07/10/2016 20,153
07/10/2016 21,120
07/10/2016 22,72
07/10/2016 23,50
07/11/2016 00,38
07/11/2016 01,18
07/11/2016 02,14
07/11/2016 03,2
07/11/2016 04,6
07/11/2016 05,35
07/11/2016 06,154
07/11/2016 07,450
07/11/2016 08,692
07/11/2016 09,342
07/11/2016 10,193
07/11/2016 11,214
07/11/2016 12,240
07/11/2016 13,232
07/11/2016 14,238
07/11/2016 15,313
07/11/2016 16,513
07/11/2016 17,834
07/11/2016 18,617
07/11/2016 19,471
07/11/2016 20,296
07/11/2016 21,188
07/11/2016 22,115
07/11/2016 23,60
07/12/2016 00,25
07/12/2016 01,10
07/12/2016 02,9
07/12/2016 03,4
07/12/2016 04,10
07/12/2016 05,54
07/12/2016 06,188
07/12/2016 07,518
07/12/2016 08,736
07/12/2016 09,392
07/12/2016 10,218
07/12/2016 11,234
07/12/2016 12,247
07/12/2016 13,235
07/12/2016 14,238
07/12/2016 15,318
07/12/2016 16,556
07/12/2016 17,847
07/12/2016 18,634
07/12/2016 19,434
07/12/2016 20,287
07/12/2016 21,212
07/12/2016 22,125
07/12/2016 23,86
07/13/2016 00,24
07/13/2016 01,19
07/13/2016 02,3
07/13/2016 03,7
07/13/2016 04,12
07/13/2016 05,50
07/13/2016 06,187
07/13/2016 07,449
07/13/2016 08,723
07/13/2016 09,376
07/13/2016 10,206
07/13/2016 11,188
07/13/2016 12,228
07/13/2016 13,234
07/13/2016 14,199
07/13/2016 15,244
07/13/2016 16,448
07/13/2016 17,742
07/13/2016 18,517
07/13/2016 19,399
07/13/2016 20,318
07/13/2016 21,235
07/13/2016 22,140
07/13/2016 23,78
07/14/2016 00,33
07/14/2016 01,12
07/14/2016 02,7
07/14/2016 03,6
07/14/2016 04,5
07/14/2016 05,52
07/14/2016 06,191
07/14/2016 07,426
07/14/2016 08,729
07/14/2016 09,375
07/14/2016 10,222
07/14/2016 11,211
07/14/2016 12,265
07/14/2016 13,193
07/14/2016 14,200
07/14/2016 15,284
07/14/2016 16,492
07/14/2016 17,708
07/14/2016 18,528
07/14/2016 19,347
07/14/2016 20,276
07/14/2016 21,183
07/14/2016 22,144
07/14/2016 23,74
07/15/2016 00,34
07/15/2016 01,20
07/15/2016 02,22
07/15/2016 03,8
07/15/2016 04,10
07/15/2016 05,29
07/15/2016 06,168
07/15/2016 07,390
07/15/2016 08,630
07/15/2016 09,306
07/15/2016 10,183
07/15/2016 11,213
07/15/2016 12,282
07/15/2016 13,298
07/15/2016 14,294
07/15/2016 15,353
07/15/2016 16,490
07/15/2016 17,545
07/15/2016 18,419
07/15/2016 19,350
07/15/2016 20,225
07/15/2016 21,183
07/15/2016 22,126
07/15/2016 23,136
07/16/2016 00,59
07/16/2016 01,48
07/16/2016 02,39
07/16/2016 03,11
07/16/2016 04,9
07/16/2016 05,13
07/16/2016 06,41
07/16/2016 07,63
07/16/2016 08,121
07/16/2016 09,191
07/16/2016 10,267
07/16/2016 11,286
07/16/2016 12,277
07/16/2016 13,362
07/16/2016 14,342
07/16/2016 15,316
07/16/2016 16,304
07/16/2016 17,345
07/16/2016 18,370
07/16/2016 19,305
07/16/2016 20,269
07/16/2016 21,175
07/16/2016 22,175
07/16/2016 23,100
07/17/2016 00,82
07/17/2016 01,66
07/17/2016 02,37
07/17/2016 03,16
07/17/2016 04,9
07/17/2016 05,12
07/17/2016 06,38
07/17/2016 07,46
07/17/2016 08,107
07/17/2016 09,174
07/17/2016 10,269
07/17/2016 11,309
07/17/2016 12,349
07/17/2016 13,353
07/17/2016 14,416
07/17/2016 15,402
07/17/2016 16,444
07/17/2016 17,384
07/17/2016 18,389
07/17/2016 19,301
07/17/2016 20,211
07/17/2016 21,200
07/17/2016 22,96
07/17/2016 23,91
07/18/2016 00,35
07/18/2016 01,20
07/18/2016 02,7
07/18/2016 03,6
07/18/2016 04,6
07/18/2016 05,36
07/18/2016 06,170
07/18/2016 07,403
07/18/2016 08,600
07/18/2016 09,326
07/18/2016 10,170
07/18/2016 11,176
07/18/2016 12,246
07/18/2016 13,208
07/18/2016 14,192
07/18/2016 15,276
07/18/2016 16,318
07/18/2016 17,631
07/18/2016 18,508
07/18/2016 19,311
07/18/2016 20,226
07/18/2016 21,166
07/18/2016 22,92
07/18/2016 23,59
07/19/2016 00,31
07/19/2016 01,13
07/19/2016 02,8
07/19/2016 03,4
07/19/2016 04,8
07/19/2016 05,41
07/19/2016 06,169
07/19/2016 07,470
07/19/2016 08,678
07/19/2016 09,363
07/19/2016 10,208
07/19/2016 11,216
07/19/2016 12,280
07/19/2016 13,280
07/19/2016 14,280
07/19/2016 15,333
07/19/2016 16,560
07/19/2016 17,875
07/19/2016 18,702
07/19/2016 19,487
07/19/2016 20,315
07/19/2016 21,270
07/19/2016 22,200
07/19/2016 23,114
07/20/2016 00,38
07/20/2016 01,6
07/20/2016 02,11
07/20/2016 03,7
07/20/2016 04,6
07/20/2016 05,43
07/20/2016 06,180
07/20/2016 07,459
07/20/2016 08,758
07/20/2016 09,397
07/20/2016 10,195
07/20/2016 11,260
07/20/2016 12,337
07/20/2016 13,274
07/20/2016 14,263
07/20/2016 15,338
07/20/2016 16,566
07/20/2016 17,856
07/20/2016 18,638
07/20/2016 19,458
07/20/2016 20,297
07/20/2016 21,225
07/20/2016 22,149
07/20/2016 23,97
07/21/2016 00,34
07/21/2016 01,19
07/21/2016 02,5
07/21/2016 03,2
07/21/2016 04,7
07/21/2016 05,45
07/21/2016 06,182
07/21/2016 07,439
07/21/2016 08,751
07/21/2016 09,337
07/21/2016 10,195
07/21/2016 11,221
07/21/2016 12,277
07/21/2016 13,292
07/21/2016 14,262
07/21/2016 15,340
07/21/2016 16,496
07/21/2016 17,753
07/21/2016 18,631
07/21/2016 19,409
07/21/2016 20,301
07/21/2016 21,213
07/21/2016 22,160
07/21/2016 23,86
07/22/2016 00,37
07/22/2016 01,29
07/22/2016 02,17
07/22/2016 03,5
07/22/2016 04,6
07/22/2016 05,40
07/22/2016 06,158
07/22/2016 07,439
07/22/2016 08,595
07/22/2016 09,338
07/22/2016 10,224
07/22/2016 11,208
07/22/2016 12,294
07/22/2016 13,287
07/22/2016 14,293
07/22/2016 15,315
07/22/2016 16,530
07/22/2016 17,609
07/22/2016 18,371
07/22/2016 19,282
07/22/2016 20,265
07/22/2016 21,144
07/22/2016 22,144
07/22/2016 23,102
07/23/2016 00,79
07/23/2016 01,55
07/23/2016 02,35
07/23/2016 03,11
07/23/2016 04,7
07/23/2016 05,15
07/23/2016 06,26
07/23/2016 07,75
07/23/2016 08,137
07/23/2016 09,181
07/23/2016 10,208
07/23/2016 11,259
07/23/2016 12,300
07/23/2016 13,308
07/23/2016 14,309
07/23/2016 15,321
07/23/2016 16,309
07/23/2016 17,294
07/23/2016 18,263
07/23/2016 19,257
07/23/2016 20,172
07/23/2016 21,150
07/23/2016 22,106
07/23/2016 23,108
07/24/2016 00,77
07/24/2016 01,68
07/24/2016 02,44
07/24/2016 03,21
07/24/2016 04,2
07/24/2016 05,5
07/24/2016 06,18
07/24/2016 07,47
07/24/2016 08,85
07/24/2016 09,169
07/24/2016 10,243
07/24/2016 11,306
07/24/2016 12,336
07/24/2016 13,374
07/24/2016 14,349
07/24/2016 15,342
07/24/2016 16,354
07/24/2016 17,346
07/24/2016 18,316
07/24/2016 19,339
07/24/2016 20,266
07/24/2016 21,201
07/24/2016 22,124
07/24/2016 23,71
07/25/2016 00,22
07/25/2016 01,12
07/25/2016 02,19
07/25/2016 03,1
07/25/2016 04,17
07/25/2016 05,40
07/25/2016 06,189
07/25/2016 07,411
07/25/2016 08,698
07/25/2016 09,352
07/25/2016 10,206
07/25/2016 11,218
07/25/2016 12,245
07/25/2016 13,255
07/25/2016 14,209
07/25/2016 15,248
07/25/2016 16,498
07/25/2016 17,800
07/25/2016 18,545
07/25/2016 19,364
07/25/2016 20,263
07/25/2016 21,202
07/25/2016 22,150
07/25/2016 23,63
07/26/2016 00,31
07/26/2016 01,21
07/26/2016 02,5
07/26/2016 03,3
07/26/2016 04,7
07/26/2016 05,38
07/26/2016 06,190
07/26/2016 07,459
07/26/2016 08,660
07/26/2016 09,319
07/26/2016 10,231
07/26/2016 11,171
07/26/2016 12,264
07/26/2016 13,248
07/26/2016 14,229
07/26/2016 15,296
07/26/2016 16,494
07/26/2016 17,837
07/26/2016 18,581
07/26/2016 19,417
07/26/2016 20,266
07/26/2016 21,179
07/26/2016 22,162
07/26/2016 23,87
07/27/2016 00,46
07/27/2016 01,24
07/27/2016 02,24
07/27/2016 03,10
07/27/2016 04,11
07/27/2016 05,43
07/27/2016 06,174
07/27/2016 07,444
07/27/2016 08,728
07/27/2016 09,346
07/27/2016 10,181
07/27/2016 11,188
07/27/2016 12,257
07/27/2016 13,228
07/27/2016 14,246
07/27/2016 15,277
07/27/2016 16,555
07/27/2016 17,804
07/27/2016 18,609
07/27/2016 19,465
07/27/2016 20,318
07/27/2016 21,213
07/27/2016 22,149
07/27/2016 23,84
07/28/2016 00,39
07/28/2016 01,39
07/28/2016 02,15
07/28/2016 03,5
07/28/2016 04,8
07/28/2016 05,52
07/28/2016 06,180
07/28/2016 07,451
07/28/2016 08,739
07/28/2016 09,346
07/28/2016 10,211
07/28/2016 11,238
07/28/2016 12,256
07/28/2016 13,258
07/28/2016 14,257
07/28/2016 15,346
07/28/2016 16,520
07/28/2016 17,818
07/28/2016 18,568
07/28/2016 19,392
07/28/2016 20,269
07/28/2016 21,203
07/28/2016 22,123
07/28/2016 23,82
07/29/2016 00,49
07/29/2016 01,19
07/29/2016 02,20
07/29/2016 03,11
07/29/2016 04,6
07/29/2016 05,29
07/29/2016 06,95
07/29/2016 07,167
07/29/2016 08,432
07/29/2016 09,130
07/29/2016 10,78
07/29/2016 11,153
07/29/2016 12,240
07/29/2016 13,264
07/29/2016 14,291
07/29/2016 15,328
07/29/2016 16,471
07/29/2016 17,578
07/29/2016 18,482
07/29/2016 19,347
07/29/2016 20,300
07/29/2016 21,198
07/29/2016 22,170
07/29/2016 23,89
07/30/2016 00,58
07/30/2016 01,54
07/30/2016 02,36
07/30/2016 03,7
07/30/2016 04,12
07/30/2016 05,5
07/30/2016 06,37
07/30/2016 07,68
07/30/2016 08,113
07/30/2016 09,185
07/30/2016 10,280
07/30/2016 11,340
07/30/2016 12,364
07/30/2016 13,386
07/30/2016 14,394
07/30/2016 15,372
07/30/2016 16,366
07/30/2016 17,366
07/30/2016 18,370
07/30/2016 19,257
07/30/2016 20,204
07/30/2016 21,147
07/30/2016 22,123
07/30/2016 23,79
07/31/2016 00,65
07/31/2016 01,53
07/31/2016 02,20
07/31/2016 03,9
07/31/2016 04,4
07/31/2016 05,11
07/31/2016 06,18
07/31/2016 07,33
07/31/2016 08,67
07/31/2016 09,97
07/31/2016 10,125
07/31/2016 11,94
07/31/2016 12,91
07/31/2016 13,172
07/31/2016 14,219
07/31/2016 15,282
07/31/2016 16,272
07/31/2016 17,315
07/31/2016 18,311
07/31/2016 19,231
07/31/2016 20,170
07/31/2016 21,133
07/31/2016 22,106
07/31/2016 23,57
08/01/2016 00,38
08/01/2016 01,15
08/01/2016 02,5
08/01/2016 03,4
08/01/2016 04,8
08/01/2016 05,37
08/01/2016 06,163
08/01/2016 07,426
08/01/2016 08,673
08/01/2016 09,336
08/01/2016 10,168
08/01/2016 11,214
08/01/2016 12,246
08/01/2016 13,278
08/01/2016 14,231
08/01/2016 15,350
08/01/2016 16,489
08/01/2016 17,759
08/01/2016 18,541
08/01/2016 19,350
08/01/2016 20,277
08/01/2016 21,156
08/01/2016 22,118
08/01/2016 23,70
08/02/2016 00,21
08/02/2016 01,17
08/02/2016 02,2
08/02/2016 03,5
08/02/2016 04,7
08/02/2016 05,46
08/02/2016 06,198
08/02/2016 07,429
08/02/2016 08,632
08/02/2016 09,268
08/02/2016 10,79
08/02/2016 11,70
08/02/2016 12,95
08/02/2016 13,92
08/02/2016 14,155
08/02/2016 15,280
08/02/2016 16,462
08/02/2016 17,800
08/02/2016 18,615
08/02/2016 19,462
08/02/2016 20,321
08/02/2016 21,198
08/02/2016 22,123
08/02/2016 23,57
08/03/2016 00,31
08/03/2016 01,17
08/03/2016 02,5
08/03/2016 03,4
08/03/2016 04,10
08/03/2016 05,44
08/03/2016 06,196
08/03/2016 07,439
08/03/2016 08,739
08/03/2016 09,350
08/03/2016 10,200
08/03/2016 11,253
08/03/2016 12,309
08/03/2016 13,295
08/03/2016 14,281
08/03/2016 15,294
08/03/2016 16,561
08/03/2016 17,834
08/03/2016 18,629
08/03/2016 19,461
08/03/2016 20,292
08/03/2016 21,211
08/03/2016 22,160
08/03/2016 23,98
08/04/2016 00,42
08/04/2016 01,21
08/04/2016 02,8
08/04/2016 03,3
08/04/2016 04,5
08/04/2016 05,36
08/04/2016 06,173
08/04/2016 07,454
08/04/2016 08,809
08/04/2016 09,379
08/04/2016 10,234
08/04/2016 11,201
08/04/2016 12,256
08/04/2016 13,272
08/04/2016 14,219
08/04/2016 15,366
08/04/2016 16,516
08/04/2016 17,776
08/04/2016 18,594
08/04/2016 19,427
08/04/2016 20,282
08/04/2016 21,214
08/04/2016 22,158
08/04/2016 23,77
08/05/2016 00,69
08/05/2016 01,20
08/05/2016 02,16
08/05/2016 03,11
08/05/2016 04,6
08/05/2016 05,28
08/05/2016 06,161
08/05/2016 07,392
08/05/2016 08,625
08/05/2016 09,327
08/05/2016 10,214
08/05/2016 11,222
08/05/2016 12,320
08/05/2016 13,371
08/05/2016 14,310
08/05/2016 15,366
08/05/2016 16,540
08/05/2016 17,693
08/05/2016 18,562
08/05/2016 19,373
08/05/2016 20,241
08/05/2016 21,184
08/05/2016 22,167
08/05/2016 23,109
08/06/2016 00,81
08/06/2016 01,65
08/06/2016 02,31
08/06/2016 03,8
08/06/2016 04,3
08/06/2016 05,10
08/06/2016 06,30
08/06/2016 07,52
08/06/2016 08,125
08/06/2016 09,185
08/06/2016 10,255
08/06/2016 11,226
08/06/2016 12,247
08/06/2016 13,301
08/06/2016 14,319
08/06/2016 15,396
08/06/2016 16,361
08/06/2016 17,345
08/06/2016 18,346
08/06/2016 19,306
08/06/2016 20,245
08/06/2016 21,178
08/06/2016 22,119
08/06/2016 23,99
08/07/2016 00,93
08/07/2016 01,50
08/07/2016 02,47
08/07/2016 03,12
08/07/2016 04,7
08/07/2016 05,17
08/07/2016 06,30
08/07/2016 07,43
08/07/2016 08,114
08/07/2016 09,189
08/07/2016 10,241
08/07/2016 11,345
08/07/2016 12,440
08/07/2016 13,396
08/07/2016 14,368
08/07/2016 15,413
08/07/2016 16,427
